"Player,Runs_bat,4s_bat,6s_bat,Strike Rate_x,Wickets,Maidens,Overs,Economy,Dots,Fielder_Catch,Fielder_Stumping,Fielder_Runout,Fantasy_Points,Player_Role"
"washington sundar,161.0,15.0,3.0,39.12594594594594,21.0,1.0,110.4,7.602702702702703,223.0,0.0,0.0,0.0,719.0,Unknown"
"wayne parnell,0.0,0.0,0.0,0.0,9.0,0.0,25.1,9.321428571428571,56.0,0.0,0.0,0.0,225.0,Bowler"
"will jacks,230.0,16.0,18.0,142.11,2.0,0.0,9.0,6.895,11.0,0.0,0.0,0.0,332.0,Batsman"
"wriddhiman saha â€ ,1169.0,136.0,28.0,103.5528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.0,Batsman"
"yash dayal,0.0,0.0,0.0,0.0,27.0,0.0,88.1,9.787307692307692,209.0,0.0,0.0,0.0,675.0,Bowler"
"yash dhull,16.0,1.0,0.0,53.88666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,Batsman"
"yash thakur,0.0,0.0,0.0,0.0,24.0,1.0,64.4,10.592222222222222,132.0,0.0,0.0,0.0,612.0,Bowler"
"yashasvi jaiswal,1607.0,198.0,64.0,128.76865384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933.0,Batsman"
"yudhvir singh,22.0,1.0,2.0,80.0,4.0,0.0,12.0,10.766,30.0,0.0,0.0,0.0,127.0,Bowler"
"yuzvendra chahal,5.0,0.0,0.0,0.8928571428571429,100.0,1.0,261.6,7.8458571428571435,523.0,0.0,0.0,0.0,2517.0,Bowler"
